Property Name,Reported,Tax Parcel,Largest Property Type,Building Address,Zip,Reported Gross Floor Area (Sq Ft),Site EUI (Energy Use Intensity kBtu/ft²),ENERGY STAR Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Water Intensity (gal/sf),Onsite Renewable (kWh),User Submitted Info,User Submitted Link,Property Owner Name,Estimated Total GHG Emissions (kgCO2e),Reporting Compliance Status,First Emissions Compliance Year (Projected)
Trinity Place Condominium,Reported,401053010,Multifamily Housing,1 Huntington Ave.,2116,205800.0,108,1.0,,"Multifamily Housing, Other - Restaurant/Bar, Other - Services, Parking",2001.0,1281.7,7.2,19188017.7,0.443,0.937,0.466,,,,0.3596,19.75,Not Available,"""Other - Services Use"" is the currently vacant health club. The previous Vacant Health club has been converted to a Dental practice office; called Trinity Dental and is open for bussiness 6 days a week. Report was completed by Facilities Manager who oversees the whole Building.",,,1281700.0,submitted,
Boston MA KO,Reported,301646010,Hotel,155 Portland St,2114,60106.0,64.9,85.0,,Hotel,2004.0,240,4,3900358.9,0.4952,0.548,,,,,,30.83,Not Available,,,,240000.0,submitted,
Sparrow Enterprises Ltd,Reported,103704100,Manufacturing/Industrial Plant,98r Condor Street,2128,46000.0,29.7,,,Manufacturing/Industrial Plant,1986.0,77.7,1.7,1367605.6,0.216,0.784,,,,,,1.08,Not Available,,,,77700.0,submitted,
One Canal (nc87),Reported,301560010,Multifamily Housing,1 Canal Street,2114,273110.0,59.1,22.0,,Multifamily Housing,2016.0,1036,3.8,16142316.6,0.651,0.3499,,,,,,32.4,Not Available,,,,1036000.0,submitted,
Wise Realty,Submitted with possible data errors,201806000,Other,511 Medford Street,2129,37636.0,6346.6,,,Other,1925.0,Not Available,Not Available,238860608.6,0.6,0.18,,,,,0.9886,6.62,Not Available,,,,,submitted,
"755 Boylston, LLC",Reported,503207200,Multifamily Housing,755 Boylston Street,2116,54384.0,38.3,,,"Multifamily Housing, Restaurant",1860.0,130.9,2.4,2083825.9,0.5691,0.439,,,,,,16.86,Not Available,,,,130900.0,submitted,
121 Seaport,Reported,0602643-042,Office,121 Seaport Boulevard,2210,616838.0,46.9,,,"Office, Parking, Retail Store",2018.0,1487.3,3.1,22810205.5,0.713,0.2897,,,,,,8.76,Not Available,"A 17-story Class A office building in the Seaport District of Boston, MA",,,1487300.0,submitted,
Thomson Portfolio - 26 Thomson Place,Reported,602654010,Office,26 Thomson Place,2210,33942.0,56.2,83.0,"2020, 2019, 2018, 2017",Office,1900.0,137.5,4.1,1908098,0.5311,,,0.4689,,,,4.75,Not Available,"***Waste for the whole portfolio is tracked in this property, 26 Thomson.",,,137500.0,submitted,
Thomson Portfolio - 35 Thomson Place,Reported,602652010,Office,35-37 Thomson Place,2210,53100.0,70.7,69.0,"2018, 2017, 2016",Office,1900.0,228.7,4.3,3752986.2,0.462,0.5398,,,,,,2.03,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,,,228700.0,submitted,
Thomson Portfolio - 44 Thomson Place,Reported,602654010,Supermarket/Grocery Store,42-56 Thomson Place,2210,32384.0,128.6,,2020,"Office, Supermarket/Grocery Store",1900.0,257.4,7.9,4164426.9,0.513,0.4897,,,,,,5.89,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,,,257400.0,submitted,
Thomson Portfolio - 25 Thomson Place - Parcel 0602652010,Reported,602652010,Office,25-35 Thomson Place,2210,117469.0,63.9,73.0,,"Office, Restaurant, Retail Store",1900.0,482,4.1,7509789.4,0.651,0.3499,,,,,,11.53,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,,,482000.0,submitted,
Thomson Portfolio - 12-22 Thomson Place - Parcel 0602654010,Reported,602654010,Office,12-22 Thomson Place,2210,49500.0,73.8,72.0,2018,Office,1900.0,221,4.5,3654071.5,0.4333,0.5667,,,,,,0.81,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,,,221000.0,submitted,
Thomson Portfolio - 11 Farnsworth St - Parcel 06-02658-001,Reported,602658001,Financial Office,11 Farnsworth Street,2210,45280.0,56.5,94.0,"2020, 2019, 2018, 2017, 2015",Financial Office,1900.0,183.6,4.1,2556083,0.5816,,,0.4184,,,,3.28,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,,,183600.0,submitted,
Thomson Portfolio 30-36 Thomson Place,Reported,602654010,Office,30/36 Thomson Place,2210,73363.0,51.3,94.0,"2020, 2018, 2017",Office,1900.0,226,3.1,3764814.9,0.469,0.5931,,,,,,1.78,Not Available,8/23/19- Waste for the whole portfolio is tracked in 26 Thomson.,,,226000.0,submitted,
22 Boston Wharf Road,Reported,602648010,Parking,22 Boston Wharf Road,2210,296212.0,68.4,,,"Office, Parking",2001.0,527.5,4.3,8474873.9,0.5363,0.4637,,,,,,0.77,Not Available,Received aggregate data from Eversource 01/27/2020,,,527500.0,submitted,
88 Black Falcon,Reported,602674016,Non-Refrigerated Warehouse,88 Black Falcon Ave.,2210,376675.0,74.7,48.0,,"Non-Refrigerated Warehouse, Office",1918.0,1751.7,4.7,28129515.6,0.5382,0.4618,,,,,,1.77,Not Available,"Trash meter is a trash compactor.
No irrigation system; indoor water only.",,,1751700.0,submitted,
CO/GLC 6123006/6 BOWDOIN SQ/BOSTON/MA,Reported,302628000,Other - Technology/Science,6 BOWDOIN SQ,2114,223538.0,159.3,,,Other - Technology/Science,1931.0,2364.4,10.6,35620208.2,0.7794,0.226,,,,,,19.76,Not Available,,,,2364400.0,submitted,
CO/GLC 6140006/26 WAVERLY ST/ROXBURY/MA,Reported,1200357000,Other - Technology/Science,26 WAVERLY ST,2119,107953.0,93.3,,,Other - Technology/Science,2009.0,679.5,6.3,10076730.2,0.8414,0.1586,,,,,,0.29,Not Available,,,,679500.0,submitted,
CO/GLC 6150006/175 ADAMS ST/DORCESTER/MA,Reported,1501583000,Other - Technology/Science,175 ADAMS ST,2124,104335.0,118.3,,,Other - Technology/Science,2009.0,824.2,7.9,12338682.5,0.843,0.1957,,,,,,2.07,Not Available,,,,824200.0,submitted,
CO/GLC 6130007/41 BELVIDERE ST/BOSTON/MA,Reported,401314000,Other - Technology/Science,41 BELVIDERE ST,2115,119288.0,214,,,Other - Technology/Science,1905.0,1790.3,15,25527588,1.0,,,,,,,26.56,Not Available,"This building is all electric.  As of 2019, there is no natural gas use.",,,1790300.0,submitted,
Westland (ws237),Reported,401521000,Multifamily Housing,16 Westland Ave,2115,35800.0,62.3,99.0,,"Multifamily Housing, Parking",1910.0,123.9,3.5,2230348.6,0.1444,0.8556,,,,,,39.14,Not Available,,,,123900.0,submitted,
"Six Beacon Street, LLC",Reported,304695000,Office,6 Beacon Street,2108,90000.0,58.3,88.0,,Office,1900.0,310,3.4,5246979.7,0.3511,0.6489,,,,,,23.81,Not Available,,,,310000.0,submitted,
Hyatt Regency Boston,Reported,304500100,Hotel,One Avenue deLafayette,2111,450000.0,55.1,89.0,,"Heated Swimming Pool, Hotel, Other - Restaurant/Bar",1983.0,1605.5,3.6,24810770.8,0.6815,0.3185,,,,,,35.04,Not Available,,,,1605500.0,submitted,
Hilton Boston Logan Airport (BOSLH),Reported,104102000,Hotel,One Hotel Drive,2128,410000.0,96,61.0,,Hotel,1999.0,2383.2,5.8,39348707.2,0.4379,0.5621,,,,,,51.12,Not Available,,,,2383200.0,submitted,
Chapman House,Reported,102829000,Multifamily Housing,61 Eutaw Street,2128,33551.0,76.2,47.0,,Multifamily Housing,1900.0,145.8,4.3,2555067.2,0.2326,0.7674,,,,,,41.46,Not Available,,,,145800.0,submitted,
Roslindale Storage Holdings,Reported,02889-000,Self-Storage Facility,44 Lochdale Road,2131,46800.0,8.8,,,Self-Storage Facility,1910.0,23.9,0.5,412296.3,0.2838,0.7162,,,,,,0.81,Not Available,,,,23900.0,submitted,
25 James O'Neil S,Reported,700540130,Multifamily Housing,25 James O'Neil St,2127,61678.0,66.4,60.0,,Multifamily Housing,2012.0,246.4,4,4092341.7,0.4167,0.5833,,,,,,58.36,Not Available,,,,246400.0,submitted,
Quincy Towers,Reported,305550000,Multifamily Housing,5 Oak Street West,2116,123197.0,74.4,56.0,,Multifamily Housing,1977.0,533.9,4.3,9166468.2,0.317,0.6983,,,,,,57.75,Not Available,,,,533900.0,submitted,
285 Columbus Ave LLC,Reported,400548010,Multifamily Housing,285 Columbus Primary CNDO,2116,107833.0,41.6,61.0,,Multifamily Housing,2008.0,301,2.8,4486581.3,0.821,0.179,,,,,,26.1,Not Available,,,,301000.0,submitted,
319 A Condominium Association,Reported,602761100,Multifamily Housing,319 A Street,2210,54982.0,39.6,48.0,,Multifamily Housing,2015.0,146.2,2.7,2176617.3,0.8248,0.1752,,,,,,15.39,Not Available,,,,146200.0,submitted,
Carillon Condo Trust,Reported,401420010,Multifamily Housing,183 Massachusetts Avenue,2115,50000.0,74.3,25.0,,Multifamily Housing,2002.0,218.1,4.4,3716650.2,0.3278,0.6722,,,,,,31.4,Not Available,"Retail space is only 2,500 SQ Ft. so it was not included in property use details.  Per notes here only retail spaces over 5,000 Sq. Ft. need to be reported.  ",,,218100.0,submitted,
Symphony Court Condo,Reported,401461010,Multifamily Housing,41 Westland Ave,2115,101128.0,51,17.0,,Multifamily Housing,1960.0,341.6,3.4,5156188,0.7718,0.2282,,,,,,12.72,Not Available,,,,341600.0,submitted,
1277 Commonwealth Ave,Reported,2101025000,Multifamily Housing,1277 Comonwealth Ave,2134,63287.0,65.5,85.0,,Multifamily Housing,2012.0,237.9,3.8,4148054.6,0.2483,0.7517,,,,,,40.33,Not Available,,,,237900.0,submitted,
15 North Beacon Street Condominium Trust,Reported,2201749000,Multifamily Housing,15 N-Beacon St,2134,228988.0,75.9,39.0,,Multifamily Housing,1989.0,999.1,4.4,17391467,0.2548,0.7452,,,,,,35.1,Not Available,,,,999100.0,submitted,
45 Province Condo Trust,Reported,304705000,Multifamily Housing,45 Province Street,2108,275619.0,77.1,36.0,,"Heated Swimming Pool, Multifamily Housing, Parking, Pre-school/Daycare, Restaurant",2007.0,968.6,4.7,15932345.1,0.4512,0.5488,,,,,,30.4,Not Available,,,,968600.0,submitted,
Brewery Lofts,Reported,1001480000,Multifamily Housing,251 Heath St Pub,2130,86900.0,75.5,16.0,,Multifamily Housing,2007.0,409.6,4.7,6564792,0.5454,0.4546,,,,,,27.06,Not Available,,,,409600.0,submitted,
Honeywell 510 Building,Submitted with possible data errors,603068000,Non-Refrigerated Warehouse,516 East Second Street #43,2127,25000.0,Not Available,,,Non-Refrigerated Warehouse,1950.0,Not Available,Not Available,Not Available,,,,,,,,0.13,Not Available,,,,,submitted,
The Distillery,Submitted with possible data errors,603068000,Other,516 East Second Street #43,2127,103000.0,Not Available,,,Other,1819.0,Not Available,Not Available,Not Available,,,,,,,,9.14,30045,"For the second year I have reported whole building electric use that includes one meter from another building we own, the 510 building.  After MUCH effort I still cannot get an answer for how to delete that one meter from the Eversource list.  NEED to try again for 2018 reporting.",,,,submitted,
Distillery North,Reported,603067001,Multifamily Housing,455 East First Street,2127,60000.0,20.8,100.0,,"Multifamily Housing, Parking",2017.0,58.4,1.5,833411.7,1.0,,,,,,,20.64,Not Available,,,,58400.0,submitted,
Medical Area Total Energy Plant,Reported,401930000,Energy/Power Station,474 Brookline Avenue,2215,259500.0,97.3,,,Energy/Power Station,1980.0,1665.1,6.4,25259998.1,0.1857,,0.7285,,,0.857,,3.06,Not Available,"MATEP generates steam, chilled water and electricity from the on-site combustion of natural gas and fuel oil for distribution to customers and to supply the MATEP building with steam for space heating, chilled water for space cooling, and electricity for lighting and the operation of equipment not related to energy generation (the MATEP building is analogous to a MATEP ""customer""). MATEP also purchases electricity. However, all of the purchased electric power is either consumed by equipment used to generate energy (i.e. chillers) or is passed directly on to customers. Building energy use is calculated based on estimated equipment loads.

MATEP uses water supplied by the Boston Water & Sewer Commission/MWRA to produce boiler feed and chilled water, exhaust waste heat to the atmosphere via evaporation, and operate and cool energy generation equipment. A small portion of this water is also used to supply the building itself for sanitary purposes. Building water use is estimated.",,,1665100.0,submitted,
1 Bulfinch Place,Reported,02624-000,Office,1 Bulfinch Place,2114,89216.0,55.6,60.0,,"Fitness Center/Health Club/Gym, Office",1971.0,330.6,3.7,4956639.7,0.7985,0.215,,,,,,7.75,Not Available,Electricity data is uploaded from aggregate report provided by the utility.  Gas and water data obtained from utility bills provided by the property.,,,330600.0,submitted,
Morrissey Plaza - Vacant [NWL/National Wholesale Liquidators->11/30/18],Reported,1600247000,Retail Store,725 William T Morrissey Boulevard,2122,84470.0,15.8,,,Retail Store,1965.0,93.1,1.1,1336171.9,0.9731,0.269,,,,,,3.02,Not Available,"Boston Parcel ID# 1600247000
at 729 William T Morrissey Boulevard, Dorchester, MA 02122.
The address aligns with Kimco's Borough Block Lot # 00245-020.

5/20/19-Vacant [NWL/National Wholesale Liquidators-Vacated on 11/30/18]
Building unoccupied by a tenant for all of 2019


",,,93100.0,submitted,
401 Park,Reported,2100077000,Office,401 Park Drive,2215,1003987.0,68.1,78.0,"2020, 2019, 2018, 2017, 2016, 2015, 2014, 2013","Data Center, Office, Other - Mall, Retail Store",1928.0,4333.3,4.3,68409910.2,0.611,0.3989,,,,,,9.85,Not Available,,,,4333300.0,submitted,
New Port Antonio - 186 Ruthven St,Reported,1202208000,Multifamily Housing,186 Ruthven St,2121,28066.0,69.9,59.0,,Multifamily Housing,1920.0,109.2,3.9,1963182.6,0.1473,0.8527,,,,,,53.98,Not Available,,,,109200.0,submitted,
500 - 570 Rutherford Ave,Reported,202161000,Other,500 Rutherford Ave,2129,448436.0,85.1,,,"College/University, Office, Other",1925.0,2637.7,5.9,38156599,0.941,0.59,,,,,,13.94,Not Available,,,,2637700.0,submitted,
Millennium Towers,Reported,304590010,Multifamily Housing,1 Franklin St,2110,758542.0,61.7,16.0,,"Multifamily Housing, Retail Store",2016.0,3031.6,4,46813699.3,0.6843,0.3157,,,,,,16.03,Not Available,,,,3031600.0,submitted,
The Church of Scientology,Reported,2201328000,Office,214 Lincoln Street,2134,68000.0,28.7,93.0,,Office,2000.0,116,1.7,1948400.6,0.3786,0.6214,,,,,,2.41,Not Available,,,,116000.0,submitted,
Charles Bulfinch Condominium,Reported,303135000,Multifamily Housing,350 North Street,2113,43463.0,32.4,100.0,,Multifamily Housing,1986.0,86.1,2,1408558.6,0.4693,0.537,,,,,,22.43,Not Available,,,,86100.0,submitted,
KIPP Academy Boston Charter School,Reported,1800967000,K-12 School,37 Babson Street,2126,52523.0,86.6,28.0,,K-12 School,2017.0,277.9,5.3,4545902.6,0.4715,0.5285,,,,,,1.73,Not Available,,,,277900.0,submitted,
Washington Heights Apartments (Washow),Reported,2101844000,Multifamily Housing,127-135 Washington Street,2135,80104.0,116.5,1.0,,"Multifamily Housing, Parking",1930.0,454.5,6.4,8265521.4,0.11,0.89,,,,,,62.51,Not Available,,,,454500.0,submitted,
"North Beacon 155 Associates, LLC",Reported,2201908000,Non-Refrigerated Warehouse,155 North Beacon Street,2135,146470.0,75.1,23.0,,"Non-Refrigerated Warehouse, Parking",1950.0,614.5,4.4,10469227.4,0.3281,0.6719,,,,,,12.45,Not Available,,,,614500.0,submitted,
Franklin Park Villa Co-op: 131 Morton Street,Reported,1103774000,Multifamily Housing,131 Morton Street,2130,52300.0,63.9,55.0,,Multifamily Housing,2002.0,193.9,3.7,3342475.7,0.2877,0.7123,,,,,,42.98,Not Available,,,,193900.0,submitted,
Constitution Co-op: 42 Park Street,Reported,203350010,Multifamily Housing,42 Park Street,2129,58304.0,96.3,58.0,,Multifamily Housing,1985.0,327.8,5.6,5611891.3,0.318,0.6892,,,,,,55.72,Not Available,,,,327800.0,submitted,
Castle Cove Co-op: 225 West 2nd Street,Reported,5892086,Multifamily Housing,225 West 2nd Street,2127,95760.0,40.8,94.0,,Multifamily Housing,1997.0,227.3,2.4,3906391.9,0.2986,0.714,,,,,,20.33,Not Available,,,,227300.0,submitted,
Blue Ledge Co-op: 15 Blue Ledge Drive,Reported,4426493,Multifamily Housing,15 Blue Ledge Drive,2131,72186.0,61.6,71.0,,Multifamily Housing,1995.0,262,3.6,4447525.3,0.3399,0.661,,,,,,24.51,Not Available,,,,262000.0,submitted,
Malvern Place Apartments,Reported,2100556000; 2100555000,Multifamily Housing,"40 Malvern St. Allston, Ma. 02134",2215,52180.0,75.4,69.0,,"Multifamily Housing, Parking",2015.0,172.1,4.4,2953727.8,0.321,0.6979,,,,,,47,Not Available,This is a new building on 2 parcels of land:  2100555000 & 2100556000,,,172100.0,submitted,
121 - Roche Bros.,Reported,304585010,Supermarket/Grocery Store,10 Summer St,2110,37000.0,135.2,87.0,,Supermarket/Grocery Store,2008.0,340.4,9.2,5003876.6,0.8761,0.1239,,,,,,Not Available,Not Available,"Submitting as a tenant. 

Subsequently, default values are only available at this time. Water data was currently unavailable for this site. This is administered by the landlord. 

The property opened on 2/25/2015.

Thank you for your understanding. ",,,340400.0,submitted,
115 – West Roxbury,Reported,2005752010,Supermarket/Grocery Store,1800 Centre St,2481,135929.0,287.9,67.0,,"Parking, Supermarket/Grocery Store",2002.0,1030.2,18.4,16104258.3,0.6379,0.3621,,,,,,30.42,Not Available,"Water consumption was estimated for October and November. In the original invoices from Boston Water and Sewer Commission, October's consumption was 28,896 cubic feet and November's consumption was -990 cubic feet. We reached out to the BWSC and they mentioned this was done as a true up to make the annual figures correctly. Since PM does not accept negative values, we adjusted October's consumption to 27,906 cf and November's consumption to be 0 cubic feet. ",,,1030200.0,submitted,
4-6 Water Street,Reported,303891000,Office,262 Washington Street,2109,92700.0,60.2,95.0,,Office,1930.0,411.9,4.4,5582344.5,0.127,,,0.8973,,,,12.83,Not Available,,,,411900.0,submitted,
115-119 Broad St,Reported,304040000,Office,109-115 Broad St.,2110,56094.0,10.9,,,Office,1888.0,43.1,0.8,614138,1.0,,,,,,,1.88,Not Available,,,,43100.0,submitted,
Court Square Equity Partners,Reported,302866000,Office,15 Court Sq,2108,80442.0,54,94.0,,Office,1900.0,246.4,3.1,4345710.3,0.214,0.7896,,,,,,5.76,Not Available,,,,246400.0,submitted,
217 231 Friend Street,Reported,301593000,Office,225 Friend Street,2114,63000.0,21975,1.0,,"Office, Parking",1913.0,87548.8,1459.1,1318497614.7,0.5,,0.9995,,,,,7.72,Not Available,,,,87548800.0,submitted,
1940 & 1950 Commonwealth Avenue,Reported,2102176000,Multifamily Housing,1940-1950 Commonwealth Avenue,2135,60500.0,65.5,93.0,,Multifamily Housing,1925.0,291.7,4.8,3962374.7,0.1459,,,0.8541,,,,35.36,Not Available,,,,291700.0,submitted,
"81, 85, 89 Strathmore Road",Reported,2102471000,Multifamily Housing,"81, 85 and 89 Strathmore Road",2135,51400.0,63.2,92.0,,Multifamily Housing,1928.0,238.9,4.6,3247158.1,0.1563,,,0.8437,,,,43.32,Not Available,,,,238900.0,submitted,
Hamilton Union:  518-524 Cambridge St,Reported,2101175000,Multifamily Housing,508-524 Cambridge,2134,43803.0,142.8,3.0,,Multifamily Housing,1916.0,338.5,7.7,6253212.6,0.594,0.946,,,,,,82.94,Not Available,Two Parcels:  2101176000 & 2101175000,,,338500.0,submitted,
East Berkeley Lofts,Reported,306266000,Multifamily Housing,160 East Berkeley Street,2118,50985.0,57.3,60.0,,Multifamily Housing,2003.0,174.7,3.4,2922153.5,0.3928,0.672,,,,,,29.61,Not Available,,,,174700.0,submitted,
Atrium On Commonwealth,Reported,2100477000,Multifamily Housing,1079 Commonwealth Ave.,2215,334440.0,29.7,85.0,,"Multifamily Housing, Parking, Retail Store",1919.0,580,2.1,8269695.2,1.0,,,,,,,24.53,Not Available,,,,580000.0,submitted,
MSPCA/Angell,Reported,1002199001,Other - Specialty Hospital,350 South Huntington Ave,2130,169972.0,133,,,Other - Specialty Hospital,1954.0,1374,8.1,22608851.2,0.45,0.55,,,,,,2.29,Not Available,,,,1374000.0,submitted,
Merck MRL Boston,Reported,401847020,Laboratory,33 Avenue Louis PAsteur,2115,626593.0,412.6,,,"Laboratory, Parking",2004.0,11338.4,28,167173596,0.3877,0.16,0.616,,,,,32.3,Not Available,,,,11338400.0,submitted,
